a,b,correct,expected,max_operand_digits,model,predicted,seed,split
8709786151092137674,98869060529703219054,False,107578846680795356728,20,baseline,77770067777778758778876,211,ood_long
6437465690204740964,46930013993374448329,False,53367479683579189293,20,baseline,66645766645576754757665,211,ood_long
12107333365672910,4890430275187,False,12112223795948097,17,baseline,1212233043234128235,211,ood_long
46274873277786245,9510407144262,False,46284383684930507,17,baseline,7884421414146251412,211,ood_long
50572049835911954,6055987624076,False,50578105823536030,17,baseline,1222250990229484225,211,ood_long
67793281279365480,7125117792263,False,67800406397157743,17,baseline,2666026260226602226,211,ood_long
84461648014771262,3159281470671,False,84464807296241933,17,baseline,7424648777778878828,211,ood_long
24490365628097220,2571974234356,False,24492937602331576,17,baseline,2711090190801909891,211,ood_long
53352676630962183,2066185158263,False,53354742816120446,17,baseline,7666235366528596359,211,ood_long
85204876073813373,5006498237518,False,85209882572050891,17,baseline,7232322317725198522,211,ood_long
61861209559849263,7375104769592,False,61868584664618855,17,baseline,2434888277794983487,211,ood_long
15167100850677503,8132805839481,False,15175233656516984,17,baseline,1765868836548483765,211,ood_long
14137198447812682,3710909567949,False,14140909357380631,17,baseline,1500054440448401055,211,ood_long
62073025056277302,4340464230072,False,62077365520507374,17,baseline,7232050682957600559,211,ood_long
76480285924399412,6949576651695,False,76487235501051107,17,baseline,7222238080438167652,211,ood_long
38901538467079130,9933266921595,False,38911471734000725,17,baseline,7807782277828798882,211,ood_long
71160478643257253,8230621954373,False,71168709265211626,17,baseline,7187121654426719362,211,ood_long
61835288158789403,7153495983134,False,61842441654772537,17,baseline,2110022200222221112,211,ood_long
51471599920356711,5740255891196,False,51477340176247907,17,baseline,7878723838838293888,211,ood_long
17358994662352126,5817120405308871130,False,5834479399971223256,19,baseline,900901086010171828157,211,ood_long
70095082781669746,8711547663887226787,False,8781642746668896533,19,baseline,121677126777226677121,211,ood_long
97449645447254428,3205598326926429844,False,3303047972373684272,19,baseline,731966103110117511047,211,ood_long
46066456172635607,8369109191579110357,False,8415175647751745964,19,baseline,483822211388226687214,211,ood_long
22963409864676531,7589059689577331136,False,7612023099442007667,19,baseline,408977000000003711010,211,ood_long
19911139663722506,3612389620035185970,False,3632300759698908476,19,baseline,187738219988819198841,211,ood_long
73896691093949523,4678431087003364453,False,4752327778097313976,19,baseline,736593539605368675547,211,ood_long
81035001228661343,6209661744726170835,False,6290696745954832178,19,baseline,119111181111118111116,211,ood_long
14494016563447202,7535856246477166774,False,7550350263040613976,19,baseline,188078710888551547857,211,ood_long
56570360642787977,9391007014894174166,False,9447577375536962143,19,baseline,349534864497765849776,211,ood_long
10901857282850690,8147740045378221287,False,8158641902661071977,19,baseline,800449511909911183858,211,ood_long
99506776326940695,8102180284289477387,False,8201687060616418082,19,baseline,779783579735371977577,211,ood_long
64879595484990818,6342073398812229282,False,6406952994297220100,19,baseline,783578866648806566857,211,ood_long
16424486576508706,9895409338967042480,False,9911833825543551186,19,baseline,191910555711765381555,211,ood_long
54680507983590540,4581658814056455520,False,4636339322040046060,19,baseline,755385065555555515555,211,ood_long
24705381902805210,3359837329708151668,False,3384542711610956878,19,baseline,367671126371251117165,211,ood_long
16052867843706385,2308522451080500156,False,2324575318924206541,19,baseline,855554936044916104941,211,ood_long
66349932737751614,7457104986126355842,False,7523454918864107456,19,baseline,962226662256666712676,211,ood_long
50642879131904548,371865507024739,False,51014744638929287,17,baseline,7533354543353544936,211,ood_long
77590899938240333,697325045358837,False,78288224983599170,17,baseline,7100302278570378258,211,ood_long
94941180826976016,993628235540138,False,95934809062516154,17,baseline,1021006487821267985,211,ood_long
69706791280081685,410442494011007,False,70117233774092692,17,baseline,7666666666646666669,211,ood_long
29008491168199686,346446223193101,False,29354937391392787,17,baseline,2909999566011901909,211,ood_long
67107606073572525,980507801576862,False,68088113875149387,17,baseline,6402238841427233247,211,ood_long
23550646036766320,894461635369324,False,24445107672135644,17,baseline,2012766666720227676,211,ood_long
32418938000744154,573143973551727,False,32992081974295881,17,baseline,3288558785101895512,211,ood_long
79250175381604490,505301389699313,False,79755476771303803,17,baseline,7716176616605716169,211,ood_long
32516560832647149,851596244586113,False,33368157077233262,17,baseline,7488789982182988273,211,ood_long
95399901736514594,261020443351984,False,95660922179866578,17,baseline,9115662365036565000,211,ood_long
61589321939511238,887467447754026,False,62476789387265264,17,baseline,3780682784040688601,211,ood_long
58709376288767342,409289515279626,False,59118665804046968,17,baseline,3996777776700677668,211,ood_long
50150354471573318,783183570595477,False,50933538042168795,17,baseline,3621526715066642651,211,ood_long
7566868603025590,4567284513770,False,7571435887539360,16,baseline,766586006548033776,211,ood_long
3847985090727215,5935896484868,False,3853920987212083,16,baseline,788884066666666606,211,ood_long
6480881471856787,5487973882780,False,6486369445739567,16,baseline,791989565099555556,211,ood_long
9834941447755686,3151399914488,False,9838092847670174,16,baseline,777112679722045567,211,ood_long
3727309018805070,4513354424227,False,3731822373229297,16,baseline,724445070614607071,211,ood_long
8522703033617618,8084656077437,False,8530787689695055,16,baseline,723333888959848488,211,ood_long
3928286121610986,6487982249057,False,3934774103860043,16,baseline,729090930094339019,211,ood_long
4975928513476278,4457309026067,False,4980385822502345,16,baseline,760000263688666622,211,ood_long
2892857654365313,8039073125690,False,2900896727491003,16,baseline,733561044272410150,211,ood_long
5184722484419787,7454966906015524,False,12639689390435311,16,baseline,2958841818546598985,211,ood_long
4873464592738943,1343964271027541,False,6217428863766484,16,baseline,6600616677277107761,211,ood_long
9485771688920450,7267385860057492,False,16753157548977942,16,baseline,7554902239486444945,211,ood_long
3211280986261922,4336683390824629,False,7547964377086551,16,baseline,7333329444242334321,211,ood_long
5789902856993946,5931839406882803,False,11721742263876749,16,baseline,1688896688808988806,211,ood_long
8833354406420988,6150577130365688,False,14983931536786676,16,baseline,7967679676666677668,211,ood_long
4280949319707175,1474825024364754,False,5755774344071929,16,baseline,4880067067049076061,211,ood_long
3023435498522950,4213677697375399,False,7237113195898349,16,baseline,3788789897631697714,211,ood_long
7469392772193016,3480371880723108,False,10949764652916124,16,baseline,7002220102220202236,211,ood_long
9200069750894213,8507274173893949,False,17707343924788162,16,baseline,1809091089191989092,211,ood_long
3329654061229844,9852122217948379,False,13181776279178223,16,baseline,7489877888305988874,211,ood_long
1433142128763834,4144705152079148,False,5577847280842982,16,baseline,1008284988414888841,211,ood_long
84698230992272029945,9122862091862649151,False,93821093084134679096,20,baseline,8000400000460004648900,211,ood_long
71924364267162184644,4253567723800723474,False,76177931990962908118,20,baseline,3274857117574115657881,211,ood_long
60090810184210555195,7646171556668091799,False,67736981740878646994,20,baseline,6422103642219642176886,211,ood_long
16523378808130984010,3931691009575426442,False,20455069817706410452,20,baseline,1465656151566624417611,211,ood_long
59807876723238645137,4394206904201064363,False,64202083627439709500,20,baseline,7090000099981379476990,211,ood_long
97170928339690512149,2433891649674808392,False,99604819989365320541,20,baseline,1691785907171676797480,211,ood_long
59414475743332165361,5468792399316841394,False,64883268142649006755,20,baseline,4777767777757777771117,211,ood_long
78277346712084404444,8695563242512673026,False,86972909954597077470,20,baseline,7977489977788887677887,211,ood_long
82649617408769445046,8588128231888065297,False,91237745640657510343,20,baseline,7776667776667776665777,211,ood_long
62617788723936418200,1793952975498928546,False,64411741699435346746,20,baseline,7065555056777806748490,211,ood_long
3097993266906455417,7112782611824,False,3098000379689067241,19,baseline,368608568035599995706,211,ood_long
5807488297690313565,2561343164788,False,5807490859033478353,19,baseline,234033414850714034484,211,ood_long
1828655535911066711,1783187339332,False,1828657319098406043,19,baseline,146586132667727666872,211,ood_long
2812223341832951603,4459850592111,False,2812227801683543714,19,baseline,204054430542405444183,211,ood_long
6240953086040293628,8876728997777,False,6240961962769291405,19,baseline,611903179002911900006,211,ood_long
9580586619144354918,9030023916837,False,9580595649168271755,19,baseline,965766716660007766666,211,ood_long
7132615551932588423,7583296405349,False,7132623135228993772,19,baseline,777622276288893218724,211,ood_long
6788013906951631234,8310858634004,False,6788022217810265238,19,baseline,287950969516069957886,211,ood_long
9816440109823842627,1938613698140,False,9816442048437540767,19,baseline,142262222667622666562,211,ood_long
838471999999999999,5,False,838472000000000004,18,baseline,177765555880006771677,211,carry_chain
219999999999999999,9,False,220000000000000008,18,baseline,999990000088888888888,211,carry_chain
199999999999999999,3,False,200000000000000002,18,baseline,999990000088888888888,211,carry_chain
455709999999999999,1,False,455710000000000000,18,baseline,900008888888880888889,211,carry_chain
199999999999999999,5,False,200000000000000004,18,baseline,999990000088888888888,211,carry_chain
459599999999999999,6,False,459600000000000005,18,baseline,999951066699999999999,211,carry_chain
277799999999999999,7,False,277800000000000006,18,baseline,999979888088889888889,211,carry_chain
101266999999999999,6,False,101267000000000005,18,baseline,966663333386556665555,211,carry_chain
992117357999999999,3,False,992117358000000002,18,baseline,911102222221010119699,211,carry_chain
394899999999999999,3,False,394900000000000002,18,baseline,999909999088888888889,211,carry_chain
206099999999999999,1,False,206100000000000000,18,baseline,999900111108808888889,211,carry_chain
855710899999999999,2,False,855710900000000001,18,baseline,101678888899990999900,211,carry_chain
494777108999999999,3,False,494777109000000002,18,baseline,977778888866666666666,211,carry_chain
550499999999999999,3,False,550500000000000002,18,baseline,999905555088889888889,211,carry_chain
365167499999999999,3,False,365167500000000002,18,baseline,966662222276666666666,211,carry_chain
314015799999999999,6,False,314015800000000005,18,baseline,911011411121051046455,211,carry_chain
968283999999999999,1,False,968284000000000000,18,baseline,177773333992777722278,211,carry_chain
776997999999999999,8,False,776998000000000007,18,baseline,999990000066888866678,211,carry_chain
999999999999999999,4,False,1000000000000000003,18,baseline,199990000088888888889,211,carry_chain
322883399999999999,7,False,322883400000000006,18,baseline,977779999922283722228,211,carry_chain
923258999999999999,1,False,923259000000000000,18,baseline,955553333387455568745,211,carry_chain
303879999999999999,7,False,303880000000000006,18,baseline,977779999888887788889,211,carry_chain
112470399999999999,1,False,112470400000000000,18,baseline,977768888821999902999,211,carry_chain
123999999999999999,8,False,124000000000000007,18,baseline,999990000088888888888,211,carry_chain
548889799999999999,2,False,548889800000000001,18,baseline,777799999978888886889,211,carry_chain
600189999999999999,9,False,600190000000000008,18,baseline,998882222088888888888,211,carry_chain
962299999999999999,6,False,962300000000000005,18,baseline,199923333329999999999,211,carry_chain
229302469999999999,1,False,229302470000000000,18,baseline,901994444311101911190,211,carry_chain
788889999999999999,3,False,788890000000000002,18,baseline,177799999997888899897,211,carry_chain
629999999999999999,3,False,630000000000000002,18,baseline,999990000088888888888,211,carry_chain
338999999999999999,9,False,339000000000000008,18,baseline,999900000088888888888,211,carry_chain
155099999999999999,4,False,155100000000000003,18,baseline,999900161108808888889,211,carry_chain
777640009999999999,7,False,777640010000000006,18,baseline,133337776499433334993,211,carry_chain
499999999999999999,4,False,500000000000000003,18,baseline,999990000088888888888,211,carry_chain
984999999999999999,4,False,985000000000000003,18,baseline,199900000088888888889,211,carry_chain
651363308999999999,1,False,651363309000000000,18,baseline,366664444842356622295,211,carry_chain
489999999999999999,1,False,490000000000000000,18,baseline,999900000088888888888,211,carry_chain
970999999999999999,9,False,971000000000000008,18,baseline,199900000088888888889,211,carry_chain
999999999999999999,6,False,1000000000000000005,18,baseline,199990000088888888889,211,carry_chain
626369999999999999,6,False,626370000000000005,18,baseline,966664444808866668886,211,carry_chain
202209999999999999,7,False,202210000000000006,18,baseline,909003333330888888888,211,carry_chain
899999999,6,False,900000005,9,baseline,900698,211,carry_chain
133999999,3,False,134000002,9,baseline,1343398,211,carry_chain
311369999,8,False,311370007,9,baseline,3112688,211,carry_chain
511999999,5,False,512000004,9,baseline,512598,211,carry_chain
394989999,5,False,394990004,9,baseline,395588,211,carry_chain
999999999,8,False,1000000007,9,baseline,10008988,211,carry_chain
199999999,3,False,200000002,9,baseline,2003998,211,carry_chain
199999999,6,False,200000005,9,baseline,2000998,211,carry_chain
325999999,9,False,326000008,9,baseline,336998,211,carry_chain
999999999,2,False,1000000001,9,baseline,10002988,211,carry_chain
999999999,4,False,1000000003,9,baseline,10004998,211,carry_chain
999999999,5,False,1000000004,9,baseline,10005988,211,carry_chain
899999999,4,False,900000003,9,baseline,900498,211,carry_chain
431229999,9,False,431230008,9,baseline,432228,211,carry_chain
299999999,7,False,300000006,9,baseline,3000998,211,carry_chain
999999999,9,False,1000000008,9,baseline,10009988,211,carry_chain
494999999,3,False,495000002,9,baseline,495398,211,carry_chain
435779999,3,False,435780002,9,baseline,436178,211,carry_chain
999999999,6,False,1000000005,9,baseline,10000988,211,carry_chain
279099999,3,False,279100002,9,baseline,280498,211,carry_chain
643999999,7,False,644000006,9,baseline,644798,211,carry_chain
699999999,6,False,700000005,9,baseline,7000988,211,carry_chain
399999999,3,False,400000002,9,baseline,4003998,211,carry_chain
551599999,1,False,551600000,9,baseline,552798,211,carry_chain
899999999,5,False,900000004,9,baseline,900598,211,carry_chain
274499999,3,False,274500002,9,baseline,275838,211,carry_chain
91259999999999999,4,False,91260000000000003,17,baseline,19999186666999999999,211,carry_chain
99999999999999999,3,False,100000000000000002,17,baseline,19999900000888888888,211,carry_chain
76702639999999999,9,False,76702640000000008,17,baseline,12862011711333202955,211,carry_chain
40925388999999999,4,False,40925389000000003,17,baseline,15255533333222535222,211,carry_chain
61883304599999999,9,False,61883304600000008,17,baseline,91112299991222232292,211,carry_chain
44979080999999999,7,False,44979081000000006,17,baseline,90908808889999999999,211,carry_chain
51999999999999999,3,False,52000000000000002,17,baseline,99999900000888888888,211,carry_chain
93559999999999999,7,False,93560000000000006,17,baseline,19999516666999999999,211,carry_chain
62053999999999999,2,False,62054000000000001,17,baseline,13333576665888333388,211,carry_chain
51673999999999999,6,False,51674000000000005,17,baseline,13333788815888898888,211,carry_chain
99999999999999999,6,False,100000000000000005,17,baseline,19999900000888888888,211,carry_chain
74400356199999999,7,False,74400356200000006,17,baseline,90200014401102902222,211,carry_chain
13999999999999999,4,False,14000000000000003,17,baseline,99999900000888888888,211,carry_chain
85400999999999999,2,False,85401000000000001,17,baseline,10900014011108090888,211,carry_chain
50079999999999999,3,False,50080000000000002,17,baseline,99999999970888888888,211,carry_chain
59999999999999999,6,False,60000000000000005,17,baseline,19999900000888888888,211,carry_chain
73599999999999999,9,False,73600000000000008,17,baseline,19999900000888888888,211,carry_chain
49999999999999999,8,False,50000000000000007,17,baseline,19999900000888888888,211,carry_chain
48531750099999999,5,False,48531750100000004,17,baseline,97771144443866606666,211,carry_chain
64769999999999999,2,False,64770000000000001,17,baseline,19999677776999999999,211,carry_chain
89999999999999999,9,False,90000000000000008,17,baseline,19999900000888888888,211,carry_chain
87250174999999999,2,False,87250175000000001,17,baseline,90100066666100009006,211,carry_chain
20199999999999999,6,False,20200000000000005,17,baseline,99999999999998888888,211,carry_chain
69999999999999999,1,False,70000000000000000,17,baseline,19999900000888888888,211,carry_chain
65560517999999999,8,False,65560518000000007,17,baseline,90550077776646004564,211,carry_chain
36134064999999999,7,False,36134065000000006,17,baseline,99093344445559933999,211,carry_chain
28766633999999999,6,False,28766634000000005,17,baseline,95556677777565556555,211,carry_chain
27689999999999999,1,False,27690000000000000,17,baseline,99999009990888888888,211,carry_chain
62137499999999999,3,False,62137500000000002,17,baseline,17777755558483776888,211,carry_chain
15666359099999999,3,False,15666359100000002,17,baseline,92266677777222262222,211,carry_chain
31799999999999999,8,False,31800000000000007,17,baseline,99999900000888888888,211,carry_chain
99999999999999999,7,False,100000000000000006,17,baseline,19999900000888888888,211,carry_chain
69999999999999999,2,False,70000000000000001,17,baseline,19999900000888888888,211,carry_chain
52729999999999999,9,False,52730000000000008,17,baseline,19999233333088888888,211,carry_chain
88969999999,8,False,88970000007,11,baseline,1989698,211,carry_chain
59999999999,4,False,60000000003,11,baseline,169999,211,carry_chain
27199999999,5,False,27200000004,11,baseline,231998,211,carry_chain
58999999999,2,False,59000000001,11,baseline,168999,211,carry_chain
24399999999,2,False,24400000001,11,baseline,233998,211,carry_chain
81699999999,4,False,81700000003,11,baseline,1816991,211,carry_chain
33769999999,1,False,33770000000,11,baseline,337698,211,carry_chain
16939999999,2,False,16940000001,11,baseline,1269391,211,carry_chain
18999999999,6,False,19000000005,11,baseline,1289991,211,carry_chain
67730999999,1,False,67731000000,11,baseline,777301,211,carry_chain
89999999999,6,False,90000000005,11,baseline,1999991,211,carry_chain
24379999999,4,False,24380000003,11,baseline,234798,211,carry_chain
99999999999,9,False,100000000008,11,baseline,1009991,211,carry_chain
74020999999,6,False,74021000005,11,baseline,830201,211,carry_chain
11799999999,3,False,11800000002,11,baseline,1217991,211,carry_chain
61999999999,6,False,62000000005,11,baseline,719998,211,carry_chain
99999999999,4,False,100000000003,11,baseline,1009998,211,carry_chain
72869999999,2,False,72870000001,11,baseline,828698,211,carry_chain
32881199999,8,False,32881200007,11,baseline,348810,211,carry_chain
79999999999,4,False,80000000003,11,baseline,1899991,211,carry_chain
80813999999,4,False,80814000003,11,baseline,898137,211,carry_chain
82639999999,9,False,82640000008,11,baseline,1826391,211,carry_chain
99999999999,1,False,100000000000,11,baseline,1009998,211,carry_chain
16763599999,1,False,16763600000,11,baseline,126634,211,carry_chain
54759399999,2,False,54759400001,11,baseline,647592,211,carry_chain
59999999999,1,False,60000000000,11,baseline,169999,211,carry_chain
63066799999,5,False,63066800004,11,baseline,1620665,211,carry_chain
20434999999,5,False,20435000004,11,baseline,220347,211,carry_chain
86199999999,9,False,86200000008,11,baseline,1961991,211,carry_chain
63039999999,8,False,63040000007,11,baseline,730398,211,carry_chain
62693999999,6,False,62694000005,11,baseline,726931,211,carry_chain
99854999999,5,False,99855000004,11,baseline,1008548,211,carry_chain
27619999999,9,False,27620000008,11,baseline,396198,211,carry_chain
71999999999,9,False,72000000008,11,baseline,819998,211,carry_chain
36999999999,5,False,37000000004,11,baseline,4,211,carry_chain
46704999999,2,False,46705000001,11,baseline,547047,211,carry_chain
33440499999,6,False,33440500005,11,baseline,323403,211,carry_chain
33999999999,8,False,34000000007,11,baseline,349998,211,carry_chain
10395999999,7,False,10396000006,11,baseline,1103957,211,carry_chain
7409999999999999,6,False,7410000000000005,16,baseline,1999999000007888888,211,carry_chain
9118637999999999,5,False,9118638000000004,16,baseline,1632355999990626262,211,carry_chain
6351819999999999,7,False,6351820000000006,16,baseline,1700070226220000700,211,carry_chain
9999999999999999,8,False,10000000000000007,16,baseline,1999999000008888888,211,carry_chain
6099999999999999,5,False,6100000000000004,16,baseline,1999999000008888888,211,carry_chain
9076749999999999,9,False,9076750000000008,16,baseline,1733676877784836663,211,carry_chain
4849999999999999,1,False,4850000000000000,16,baseline,1999990000008888886,211,carry_chain
5999999999999999,7,False,6000000000000006,16,baseline,1999999000008688888,211,carry_chain
4578759999999999,4,False,4578760000000003,16,baseline,1755578899986454665,211,carry_chain
2999999999999999,7,False,3000000000000006,16,baseline,1999999000008688886,211,carry_chain
9999999999999999,7,False,10000000000000006,16,baseline,1999999000008888888,211,carry_chain
3913199999999999,4,False,3913200000000003,16,baseline,1111111444441071007,211,carry_chain
8026485899999999,1,False,8026485900000000,16,baseline,1477734777775377337,211,carry_chain
2599999999999999,8,False,2600000000000007,16,baseline,1999999000007878887,211,carry_chain
2685734999999999,8,False,2685735000000007,16,baseline,1732776266682226772,211,carry_chain
1368909999999999,3,False,1368910000000002,16,baseline,9999090099999999999,211,carry_chain
7409999999999999,2,False,7410000000000001,16,baseline,1999999000008888888,211,carry_chain
7504909999999999,6,False,7504910000000005,16,baseline,1909090555509990999,211,carry_chain
8841349999999999,3,False,8841350000000002,16,baseline,1343333225224333332,211,carry_chain
4209999999999999,5,False,4210000000000004,16,baseline,1998899999999888888,211,carry_chain
7197399999999999,1,False,7197400000000000,16,baseline,1398891988848888888,211,carry_chain
1798109999999999,7,False,1798110000000006,16,baseline,9099900999829999999,211,carry_chain
1412111299999999,5,False,1412111300000004,16,baseline,1100000332232092000,211,carry_chain
9180299999999999,2,False,9180300000000001,16,baseline,1108883118113222018,211,carry_chain
4835229999999999,3,False,4835230000000002,16,baseline,1111105666663112221,211,carry_chain
4219999999999999,1,False,4220000000000000,16,baseline,1998899999999888888,211,carry_chain
1806336199999999,5,False,1806336200000004,16,baseline,1322333777745551025,211,carry_chain
9789999999999999,2,False,9790000000000001,16,baseline,1999990000008888888,211,carry_chain
3899999999999999,1,False,3900000000000000,16,baseline,1999990000008888888,211,carry_chain
6715999999999999,8,False,6716000000000007,16,baseline,1999991777771088998,211,carry_chain
1210999999999999,4,False,1211000000000003,16,baseline,1998899000007878877,211,carry_chain
3156649999999999,2,False,3156650000000001,16,baseline,1633555777774873533,211,carry_chain
4063779999999999,5,False,4063780000000004,16,baseline,1777777,211,carry_chain
8219719399999999,4,False,8219719400000003,16,baseline,1710067000088014000,211,carry_chain
9739999999999999,9,False,9740000000000008,16,baseline,1999999001008888888,211,carry_chain
6899999999999999,7,False,6900000000000006,16,baseline,1999990000008888888,211,carry_chain
9750759999999999,3,False,9750760000000002,16,baseline,1755570115118667777,211,carry_chain
3577999999999999,1,False,3578000000000000,16,baseline,1998897988708888888,211,carry_chain
8250029999999999,6,False,8250030000000005,16,baseline,1019091151511010091,211,carry_chain
9674799999999999,7,False,9674800000000006,16,baseline,1779776555587887777,211,carry_chain
8380549999999999,8,False,8380550000000007,16,baseline,1543455118116435554,211,carry_chain
3387451899999999,3,False,3387451900000002,16,baseline,1356443888794074440,211,carry_chain
7999999,2,False,8000001,7,baseline,8000028,211,carry_chain
5769999,7,False,5770006,7,baseline,5760078,211,carry_chain
1349999,1,False,1350000,7,baseline,1340018,211,carry_chain
2079999,3,False,2080002,7,baseline,2070038,211,carry_chain
9719999,8,False,9720007,7,baseline,9720088,211,carry_chain
8399999,4,False,8400003,7,baseline,8400048,211,carry_chain
9999999,9,False,10000008,7,baseline,9990098,211,carry_chain
1899999,7,False,1900006,7,baseline,1890078,211,carry_chain
9799999,4,False,9800003,7,baseline,9800048,211,carry_chain
1899999,9,False,1900008,7,baseline,1900098,211,carry_chain
8217999,9,False,8218008,7,baseline,8218098,211,carry_chain
2849999,6,False,2850005,7,baseline,2840068,211,carry_chain
9999999,3,False,10000002,7,baseline,9999038,211,carry_chain
6959999,1,False,6960000,7,baseline,6950018,211,carry_chain
9999999,2,False,10000001,7,baseline,9999028,211,carry_chain
5123999,6,False,5124005,7,baseline,5124068,211,carry_chain
3459999,5,False,3460004,7,baseline,3450058,211,carry_chain
7999999,7,False,8000006,7,baseline,8000078,211,carry_chain
9999999,6,False,10000005,7,baseline,9990068,211,carry_chain
1999999,9,False,2000008,7,baseline,2000098,211,carry_chain
9999999,7,False,10000006,7,baseline,9990078,211,carry_chain
1999999,4,False,2000003,7,baseline,1999048,211,carry_chain
9499999,2,False,9500001,7,baseline,9490028,211,carry_chain
9999999,4,False,10000003,7,baseline,9990048,211,carry_chain
9999999,8,False,10000007,7,baseline,9990088,211,carry_chain
9999999,1,False,10000000,7,baseline,9999018,211,carry_chain
3991999,5,False,3992004,7,baseline,3992058,211,carry_chain
6486999,5,False,6487004,7,baseline,6487058,211,carry_chain
2207999,5,False,2208004,7,baseline,2208058,211,carry_chain
7399999,7,False,7400006,7,baseline,7400078,211,carry_chain
6999999,6,False,7000005,7,baseline,6990068,211,carry_chain
3801999,4,False,3802003,7,baseline,3802048,211,carry_chain
3999999,1,False,4000000,7,baseline,3999018,211,carry_chain
1575999,3,False,1576002,7,baseline,1576038,211,carry_chain
9831999,8,False,9832007,7,baseline,9832188,211,carry_chain
178882709999999,5,False,178882710000004,15,baseline,171156799998855555,211,carry_chain
980519659999999,4,False,980519660000003,15,baseline,111858156666620571,211,carry_chain
538999999999999,4,False,539000000000003,15,baseline,199888900000078788,211,carry_chain
114539999999999,6,False,114540000000005,15,baseline,139868837777786888,211,carry_chain
687299999999999,8,False,687300000000007,15,baseline,199888923333308889,211,carry_chain
968559999999999,5,False,968560000000004,15,baseline,155888556666665855,211,carry_chain
615499999999999,8,False,615500000000007,15,baseline,199888955555088888,211,carry_chain
999999999999999,4,False,1000000000000003,15,baseline,199888900000088888,211,carry_chain
899999999999999,1,False,900000000000000,15,baseline,199888900000088888,211,carry_chain
370269999999999,3,False,370270000000002,15,baseline,166988933333379666,211,carry_chain
623249999999999,6,False,623250000000005,15,baseline,140888853344338833,211,carry_chain
199999999999999,4,False,200000000000003,15,baseline,199888890000078788,211,carry_chain
759208599999999,6,False,759208600000005,15,baseline,100356093333315300,211,carry_chain
129116129999999,1,False,129116130000000,15,baseline,110097722222220935,211,carry_chain
916683399999999,4,False,916683400000003,15,baseline,183222777777911022,211,carry_chain
469790999999999,3,False,469791000000002,15,baseline,190999080888999999,211,carry_chain
992849079999999,6,False,992849080000005,15,baseline,140998939999893786,211,carry_chain
842702999999999,9,False,842703000000008,15,baseline,100191988888317111,211,carry_chain
999999999999999,5,False,1000000000000004,15,baseline,199888990000088888,211,carry_chain
280663289999999,8,False,280663290000007,15,baseline,16,211,carry_chain
999999999999999,9,False,1000000000000008,15,baseline,199988900000088888,211,carry_chain
961136699999999,7,False,961136700000006,15,baseline,132555332222233333,211,carry_chain
325712599999999,1,False,325712600000000,15,baseline,1004,211,carry_chain
833051349999999,9,False,833051350000008,15,baseline,157120551313166645,211,carry_chain
999999999999999,2,False,1000000000000001,15,baseline,199988900000088888,211,carry_chain
2899999999,9,False,2900000008,10,baseline,399998,211,carry_chain
2207399999,9,False,2207400008,10,baseline,222738,211,carry_chain
9999999999,3,False,10000000002,10,baseline,1009998,211,carry_chain
4567999999,7,False,4568000006,10,baseline,466798,211,carry_chain
9999999999,9,False,10000000008,10,baseline,1000998,211,carry_chain
9564999999,8,False,9565000007,10,baseline,1066498,211,carry_chain
4570999999,6,False,4571000005,10,baseline,466098,211,carry_chain
2369999999,2,False,2370000001,10,baseline,249998,211,carry_chain
9999999999,8,False,10000000007,10,baseline,1000998,211,carry_chain
5499999999,8,False,5500000007,10,baseline,659998,211,carry_chain
3986999999,3,False,3987000002,10,baseline,402698,211,carry_chain
7857399999,9,False,7857400008,10,baseline,895738,211,carry_chain
9399999999,4,False,9400000003,10,baseline,1049998,211,carry_chain
3709999999,1,False,3710000000,10,baseline,372998,211,carry_chain
9311999999,1,False,9312000000,10,baseline,1941198,211,carry_chain
4319299999,3,False,4319300002,10,baseline,435928,211,carry_chain
3899999999,5,False,3900000004,10,baseline,499998,211,carry_chain
1265999999,4,False,1266000003,10,baseline,1336598,211,carry_chain
5999999999,2,False,6000000001,10,baseline,609998,211,carry_chain
9849999999,5,False,9850000004,10,baseline,1094998,211,carry_chain
5449999999,7,False,5450000006,10,baseline,554998,211,carry_chain
6419799999,9,False,6419800008,10,baseline,641978,211,carry_chain
7479999999,9,False,7480000008,10,baseline,757998,211,carry_chain
3908999999,4,False,3909000003,10,baseline,409898,211,carry_chain
8999999999,9,False,9000000008,10,baseline,909998,211,carry_chain
9999999999,4,False,10000000003,10,baseline,1000998,211,carry_chain
8999999999,2,False,9000000001,10,baseline,909998,211,carry_chain
9999999999,5,False,10000000004,10,baseline,1009998,211,carry_chain
8199999999,9,False,8200000008,10,baseline,829998,211,carry_chain
7728199999,5,False,7728200004,10,baseline,773818,211,carry_chain
5799999999,5,False,5800000004,10,baseline,689998,211,carry_chain
8189999999,8,False,8190000007,10,baseline,828998,211,carry_chain
2750399999,4,False,2750400003,10,baseline,289038,211,carry_chain
1699999999,6,False,1700000005,10,baseline,170999,211,carry_chain
9999999999,2,False,10000000001,10,baseline,1000998,211,carry_chain
7849999999,1,False,7850000000,10,baseline,894998,211,carry_chain
6999999999,1,False,7000000000,10,baseline,701998,211,carry_chain
9261999999,6,False,9262000005,10,baseline,10361909,211,carry_chain
2043999999,3,False,2044000002,10,baseline,204398,211,carry_chain
283499999999,4,False,283500000003,12,baseline,193498,211,carry_chain
